"seq","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"11689",39,"Private","Assoc-acdm",12,"Never-married","White","Male",20,"<=50K"
"11690",50,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Female",30,"<=50K"
"11691",21,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"11692",39,"Private","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"11693",20,"Private","Some-college",10,"Never-married","White","Male",23,"<=50K"
"11694",33,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"11695",74,"Self-emp-not-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",30,">50K"
"11696",25,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"11697",31,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"11698",27,"Private","Some-college",10,"Never-married","White","Female",60,"<=50K"
"11699",31,"Private","11th",7,"Married-civ-spouse","White","Male",55,">50K"
"11700",48,"Private","Masters",14,"Divorced","White","Female",40,"<=50K"
"11701",73,"Private","HS-grad",9,"Widowed","White","Female",3,"<=50K"
"11702",34,"Private","Masters",14,"Married-civ-spouse","White","Female",32,">50K"
"11703",30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"11704",53,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"11705",37,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"11706",19,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"11707",53,"Private","12th",8,"Married-civ-spouse","White","Male",45,"<=50K"
"11708",59,"Self-emp-inc","Prof-school",15,"Divorced","White","Male",40,">50K"
"11709",39,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"11710",23,"Private","Bachelors",13,"Never-married","Black","Female",38,"<=50K"
"11711",26,"Private","Bachelors",13,"Never-married","White","Male",43,"<=50K"
"11712",56,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"11713",90,"Private","Some-college",10,"Never-married","White","Female",12,"<=50K"
"11714",35,"Private","HS-grad",9,"Married-civ-spouse","White","Female",28,">50K"
"11715",23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11716",52,"Private","9th",5,"Divorced","White","Male",40,"<=50K"
"11717",43,"Federal-gov","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"11718",41,"Private","HS-grad",9,"Separated","White","Female",15,"<=50K"
"11719",39,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"11720",56,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"11721",31,"Private","Some-college",10,"Divorced","White","Female",50,"<=50K"
"11722",69,"Private","Bachelors",13,"Married-civ-spouse","White","Male",25,"<=50K"
"11723",37,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"11724",26,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"11725",46,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"11726",20,"Private","10th",6,"Never-married","White","Female",30,"<=50K"
"11727",51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"11728",42,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11729",29,"Private","HS-grad",9,"Married-civ-spouse","White","Female",35,">50K"
"11730",62,"Private","12th",8,"Never-married","White","Male",40,"<=50K"
"11731",35,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"11732",52,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"11733",64,"Self-emp-not-inc","1st-4th",2,"Married-civ-spouse","White","Male",40,"<=50K"
"11734",28,"Private","Assoc-voc",11,"Never-married","White","Male",55,"<=50K"
"11735",71,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",50,">50K"
"11736",33,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",56,"<=50K"
"11737",36,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"11738",67,"Self-emp-not-inc","Masters",14,"Divorced","Other","Male",40,"<=50K"
"11739",26,"Private","11th",7,"Married-civ-spouse","White","Male",35,"<=50K"
"11740",41,"Private","Some-college",10,"Married-civ-spouse","White","Male",65,">50K"
"11741",35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"11742",63,"Self-emp-not-inc","1st-4th",2,"Married-civ-spouse","White","Male",25,"<=50K"
"11743",27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11744",41,"Private","11th",7,"Never-married","Black","Male",40,"<=50K"
"11745",30,"Private","Some-college",10,"Never-married","White","Female",44,"<=50K"
"11746",27,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"11747",55,"Private","Some-college",10,"Divorced","White","Male",65,">50K"
"11748",25,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"11749",33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"11750",35,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"11751",39,"Private","Some-college",10,"Married-civ-spouse","White","Male",43,">50K"
"11752",32,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",99,">50K"
"11753",50,"Private","Doctorate",16,"Never-married","White","Male",50,">50K"
"11754",39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11755",39,"Private","Some-college",10,"Divorced","Black","Male",24,"<=50K"
"11756",46,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"11757",53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11758",68,"Private","Prof-school",15,"Widowed","White","Male",60,">50K"
"11759",45,"Private","Some-college",10,"Divorced","White","Male",50,"<=50K"
"11760",42,"Private","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"11761",67,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"11762",74,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"11763",20,"Local-gov","Some-college",10,"Never-married","White","Female",20,"<=50K"
"11764",52,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"11765",21,"Local-gov","11th",7,"Never-married","Black","Male",25,"<=50K"
"11766",33,"Private","7th-8th",4,"Never-married","White","Male",40,"<=50K"
"11767",32,"Private","10th",6,"Divorced","White","Female",40,"<=50K"
"11768",43,"Private","Some-college",10,"Married-civ-spouse","White","Male",35,"<=50K"
"11769",67,"Private","HS-grad",9,"Divorced","White","Female",15,"<=50K"
"11770",39,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"11771",28,"State-gov","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"11772",27,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"11773",30,"Private","7th-8th",4,"Never-married","White","Female",30,"<=50K"
"11774",44,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"11775",23,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"11776",42,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"11777",39,"Self-emp-not-inc","5th-6th",3,"Married-civ-spouse","White","Male",50,"<=50K"
"11778",44,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"11779",52,"Local-gov","Masters",14,"Never-married","White","Female",50,"<=50K"
"11780",17,"Private","11th",7,"Never-married","White","Male",40,"<=50K"
"11781",44,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"11782",23,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"11783",52,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"11784",58,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11785",31,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",38,">50K"
"11786",26,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"11787",33,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"11788",21,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"11789",48,"Private","Some-college",10,"Divorced","White","Male",40,">50K"
"11790",21,"Private","HS-grad",9,"Never-married","Black","Male",36,"<=50K"
"11791",21,"Private","Some-college",10,"Never-married","White","Female",50,"<=50K"
"11792",41,"Self-emp-inc","Prof-school",15,"Never-married","White","Female",60,">50K"
"11793",54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"11794",38,"Private","Assoc-acdm",12,"Never-married","White","Female",45,"<=50K"
"11795",37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",42,"<=50K"
"11796",64,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"11797",56,"Private","Some-college",10,"Married-civ-spouse","White","Female",50,"<=50K"
"11798",41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"11799",42,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"11800",53,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11801",37,"Private","HS-grad",9,"Divorced","White","Male",38,"<=50K"
"11802",60,"Federal-gov","HS-grad",9,"Widowed","White","Male",40,"<=50K"
"11803",35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"11804",70,"Private","Some-college",10,"Married-civ-spouse","White","Male",65,">50K"
"11805",44,"Private","Doctorate",16,"Married-civ-spouse","White","Male",50,">50K"
"11806",50,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"11807",58,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11808",46,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"11809",29,"Private","12th",8,"Married-civ-spouse","White","Male",40,"<=50K"
"11810",26,"Private","Bachelors",13,"Never-married","White","Male",60,"<=50K"
"11811",33,"Local-gov","Some-college",10,"Separated","Black","Female",35,"<=50K"
"11812",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"11813",24,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"11814",17,"Private","11th",7,"Never-married","White","Female",8,"<=50K"
"11815",35,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",60,"<=50K"
"11816",37,"Federal-gov","HS-grad",9,"Never-married","White","Male",40,">50K"
"11817",59,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"11818",27,"Private","9th",5,"Never-married","White","Male",10,"<=50K"
"11819",38,"Federal-gov","Masters",14,"Never-married","White","Female",55,"<=50K"
"11820",47,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"11821",42,"Private","9th",5,"Never-married","White","Male",40,"<=50K"
"11822",40,"Federal-gov","Bachelors",13,"Divorced","Black","Female",40,"<=50K"
"11823",21,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"11824",36,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"11825",46,"Private","11th",7,"Widowed","White","Male",20,"<=50K"
"11826",31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11827",29,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"11828",50,"Self-emp-not-inc","10th",6,"Married-civ-spouse","White","Male",60,"<=50K"
"11829",46,"Private","Bachelors",13,"Divorced","Black","Male",40,"<=50K"
"11830",31,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11831",36,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"11832",59,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"11833",30,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"11834",27,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"11835",44,"Private","Some-college",10,"Divorced","Black","Male",40,"<=50K"
"11836",34,"Private","HS-grad",9,"Separated","Black","Male",40,"<=50K"
"11837",58,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"11838",36,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11839",42,"State-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11840",24,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Male",64,"<=50K"
"11841",25,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11842",18,"Private","Some-college",10,"Never-married","Black","Male",20,"<=50K"
"11843",55,"Private","5th-6th",3,"Never-married","Black","Male",40,"<=50K"
"11844",55,"Private","11th",7,"Married-civ-spouse","Black","Male",48,"<=50K"
"11845",31,"Private","Assoc-acdm",12,"Married-civ-spouse","Black","Male",40,"<=50K"
"11846",33,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"11847",65,"Local-gov","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"11848",18,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"11849",23,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"11850",22,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"11851",61,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",15,"<=50K"
"11852",40,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"11853",51,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"11854",25,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"11855",63,"Local-gov","Bachelors",13,"Widowed","Asian-Pac-Islander","Female",35,"<=50K"
"11856",17,"Private","11th",7,"Never-married","White","Female",20,"<=50K"
"11857",54,"Self-emp-not-inc","Masters",14,"Divorced","White","Female",20,"<=50K"
"11858",45,"Local-gov","Assoc-acdm",12,"Divorced","White","Male",47,"<=50K"
"11859",28,"State-gov","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"11860",24,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"11861",70,"Private","Bachelors",13,"Widowed","White","Male",30,"<=50K"
"11862",46,"Private","Doctorate",16,"Married-civ-spouse","White","Male",40,">50K"
"11863",51,"Local-gov","9th",5,"Widowed","White","Female",45,"<=50K"
"11864",58,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11865",26,"Private","Bachelors",13,"Never-married","White","Male",37,"<=50K"
"11866",38,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11867",40,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"11868",45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"11869",43,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"11870",55,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"11871",38,"Private","11th",7,"Widowed","White","Male",40,"<=50K"
"11872",19,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11873",66,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"11874",34,"Private","Bachelors",13,"Never-married","White","Female",50,"<=50K"
"11875",35,"Private","11th",7,"Separated","Black","Male",40,"<=50K"
"11876",34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,">50K"
"11877",55,"Private","Some-college",10,"Married-civ-spouse","White","Male",35,">50K"
"11878",43,"Federal-gov","Assoc-voc",11,"Divorced","Black","Male",40,"<=50K"
"11879",66,"Private","HS-grad",9,"Widowed","White","Male",40,"<=50K"
"11880",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"11881",55,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"11882",43,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"11883",33,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"11884",18,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"11885",50,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"11886",38,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"11887",46,"Private","HS-grad",9,"Married-civ-spouse","White","Male",46,"<=50K"
"11888",38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"11889",45,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",35,"<=50K"
"11890",30,"Private","10th",6,"Married-civ-spouse","White","Male",45,"<=50K"
"11891",56,"Private","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"11892",29,"Private","Some-college",10,"Married-civ-spouse","Other","Male",40,">50K"
"11893",34,"Private","HS-grad",9,"Divorced","White","Female",50,"<=50K"
"11894",58,"Local-gov","Some-college",10,"Widowed","White","Female",25,"<=50K"
"11895",47,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"11896",62,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"11897",24,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"11898",49,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"11899",40,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"11900",17,"Private","11th",7,"Never-married","White","Male",14,"<=50K"
"11901",36,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"11902",73,"Private","HS-grad",9,"Widowed","White","Female",7,"<=50K"
"11903",26,"State-gov","Bachelors",13,"Never-married","White","Female",20,"<=50K"
"11904",63,"Private","Some-college",10,"Married-civ-spouse","White","Male",10,"<=50K"
"11905",21,"Local-gov","HS-grad",9,"Never-married","White","Female",22,"<=50K"
"11906",49,"Self-emp-not-inc","11th",7,"Widowed","White","Female",40,"<=50K"
"11907",20,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"11908",40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11909",36,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"11910",55,"Federal-gov","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"11911",39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"11912",40,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"11913",18,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"11914",42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"11915",49,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"11916",26,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Female",35,"<=50K"
"11917",18,"Private","Some-college",10,"Never-married","White","Female",23,"<=50K"
"11918",57,"Private","Assoc-acdm",12,"Widowed","White","Female",40,"<=50K"
"11919",35,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"11920",21,"Private","10th",6,"Never-married","White","Male",50,"<=50K"
"11921",43,"Private","11th",7,"Divorced","White","Male",80,"<=50K"
"11922",32,"Private","Bachelors",13,"Separated","Black","Male",40,"<=50K"
"11923",23,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"11924",59,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"11925",50,"Private","Bachelors",13,"Married-civ-spouse","White","Male",36,">50K"
"11926",47,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",20,">50K"
"11927",36,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11928",35,"State-gov","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",40,">50K"
"11929",24,"Private","HS-grad",9,"Never-married","Other","Male",40,"<=50K"
"11930",22,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"11931",67,"Self-emp-not-inc","Bachelors",13,"Widowed","White","Male",30,"<=50K"
"11932",44,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"11933",34,"Private","10th",6,"Married-civ-spouse","White","Male",80,"<=50K"
"11934",24,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"11935",46,"Local-gov","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"11936",41,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11937",66,"Private","HS-grad",9,"Married-civ-spouse","White","Male",34,"<=50K"
"11938",21,"Private","HS-grad",9,"Married-civ-spouse","White","Female",38,"<=50K"
"11939",25,"Private","11th",7,"Married-spouse-absent","Asian-Pac-Islander","Male",35,"<=50K"
"11940",31,"Private","1st-4th",2,"Never-married","Other","Male",40,"<=50K"
"11941",51,"State-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"11942",33,"Private","Doctorate",16,"Married-civ-spouse","White","Male",45,">50K"
"11943",24,"Private","Bachelors",13,"Never-married","White","Male",20,"<=50K"
"11944",31,"Federal-gov","Assoc-acdm",12,"Never-married","Black","Female",40,"<=50K"
"11945",31,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"11946",54,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11947",49,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"11948",59,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"11949",76,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",28,"<=50K"
"11950",32,"Private","Doctorate",16,"Divorced","White","Male",40,">50K"
"11951",47,"Self-emp-not-inc","HS-grad",9,"Separated","White","Female",35,"<=50K"
"11952",70,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",15,"<=50K"
"11953",41,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"11954",46,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11955",36,"State-gov","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"11956",44,"Private","Bachelors",13,"Married-civ-spouse","White","Female",45,">50K"
"11957",32,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"11958",47,"Private","Bachelors",13,"Divorced","White","Female",40,">50K"
"11959",56,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"11960",38,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",56,">50K"
"11961",74,"Private","HS-grad",9,"Widowed","White","Female",28,"<=50K"
"11962",19,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"11963",74,"Private","HS-grad",9,"Married-civ-spouse","White","Male",12,"<=50K"
"11964",32,"Private","HS-grad",9,"Married-spouse-absent","Other","Male",40,"<=50K"
"11965",31,"Private","12th",8,"Married-civ-spouse","White","Male",55,"<=50K"
"11966",24,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"11967",46,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"11968",27,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"11969",56,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"11970",40,"Private","Bachelors",13,"Married-civ-spouse","White","Female",20,"<=50K"
"11971",67,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"11972",45,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",45,"<=50K"
"11973",36,"Federal-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"11974",47,"Private","Masters",14,"Divorced","White","Female",40,">50K"
"11975",61,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"11976",50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"11977",43,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"11978",69,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"11979",32,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"11980",38,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"11981",45,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"11982",32,"Private","5th-6th",3,"Married-civ-spouse","White","Male",48,"<=50K"
"11983",51,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11984",38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"11985",36,"Private","Prof-school",15,"Married-civ-spouse","White","Male",55,">50K"
"11986",42,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"11987",24,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"11988",50,"Private","Masters",14,"Married-civ-spouse","White","Female",38,"<=50K"
"11989",36,"Private","Assoc-acdm",12,"Divorced","White","Female",40,">50K"
"11990",31,"Private","Some-college",10,"Divorced","White","Female",55,">50K"
"11991",33,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"11992",37,"Private","7th-8th",4,"Married-civ-spouse","Black","Male",35,">50K"
"11993",26,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"11994",43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",99,"<=50K"
"11995",46,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"11996",22,"Private","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"11997",45,"Private","Masters",14,"Divorced","White","Female",55,"<=50K"
"11998",17,"Private","11th",7,"Never-married","White","Female",15,"<=50K"
"11999",23,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"12000",36,"Private","Bachelors",13,"Married-civ-spouse","Other","Male",40,">50K"
"12001",47,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12002",29,"Private","Masters",14,"Never-married","White","Male",45,"<=50K"
"12003",39,"Private","Prof-school",15,"Divorced","White","Male",45,">50K"
"12004",33,"Private","Assoc-voc",11,"Divorced","White","Male",25,"<=50K"
"12005",30,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",52,"<=50K"
"12006",22,"Private","Bachelors",13,"Never-married","White","Female",20,"<=50K"
"12007",28,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"12008",40,"Private","HS-grad",9,"Married-civ-spouse","White","Female",12,"<=50K"
"12009",29,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"12010",28,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"12011",23,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"12012",45,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"12013",48,"Local-gov","Masters",14,"Widowed","White","Female",44,"<=50K"
"12014",47,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"12015",48,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",20,"<=50K"
"12016",25,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"12017",63,"Private","Some-college",10,"Married-civ-spouse","White","Male",35,">50K"
"12018",42,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"12019",33,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"12020",30,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12021",45,"Self-emp-inc","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"12022",24,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",40,"<=50K"
"12023",34,"Private","11th",7,"Never-married","White","Female",30,"<=50K"
"12024",27,"Private","Bachelors",13,"Never-married","Black","Female",40,"<=50K"
"12025",31,"Private","HS-grad",9,"Never-married","White","Female",37,"<=50K"
"12026",44,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",56,"<=50K"
"12027",27,"Private","Some-college",10,"Never-married","White","Female",50,"<=50K"
"12028",28,"Private","HS-grad",9,"Divorced","White","Female",35,"<=50K"
